acc	feature	start..end	content_fraction	content_count	 length
Q9NJS1	prediction-lip-anchor	4..20,53..67	0.386	32	
Q9NJS1	prediction-disorder-mobidb_lite	25..51,64..83	0.566	47	
Q9NJS1	prediction-disorder-th_50	1..4,22..58,60..60,62..83	0.771	64	
Q9NJS1	prediction-low_complexity-merge	5..16	0.145	12	
Q9NJS1	homology-domain-merge	1..64	0.771	64	
Q9NJS1	curated-disorder-disprot	23..83	0.735	61	
Q9NJS1	curated-disorder-merge	23..83	0.735	61	
Q9NJS1	curated-disorder-priority	23..83	0.735	61	
Q9NJS1	curated-lip-dibs	23..83	0.735	61	
Q9NJS1	curated-lip-disprot	54..83	0.361	30	
Q9NJS1	curated-lip-merge	23..83	0.735	61	
Q9NJS1	curated-lip-priority	23..83	0.735	61	
Q9NJS1	derived-binding_mode_disorder_to_disorder-mobi	23..53	0.373	31	
Q9NJS1	derived-binding_mode_disorder_to_disorder-priority	23..53	0.373	31	
Q9NJS1	derived-binding_mode_disorder_to_order-mobi	54..55	0.024	2	
Q9NJS1	derived-binding_mode_disorder_to_order-priority	54..55	0.024	2	
Q9NJS1	derived-lip-merge	57..83	0.325	27	
Q9NJS1	derived-lip-th_90	58..83	0.313	26	
Q9NJS1	derived-missing_residues-th_90	23..53	0.373	31	
Q9NJS1	derived-missing_residues_context_dependent-th_90	54..55	0.024	2	
Q9NJS1	derived-observed-th_90	56..83	0.337	28	
Q9NJS1	prediction-lip-priority	4..20	0.205	17	
O31467	homology-domain-pfam	5..56	0.743	52	
O31467	prediction-low_complexity-pfilt	1..24	0.343	24	
O31467	prediction-low_complexity-seg	10..21	0.171	12	
O31467	prediction-disorder-espX	1..8,33..35,39..70	0.614	43	
O31467	prediction-disorder-jronn	39..70	0.457	32	
O31467	prediction-disorder-vsl	1..4,40..70	0.5	35	
O31467	prediction-disorder-glo	2..3,5..5,7..8,65..65,67..67,69..70	0.129	9	
O31467	prediction-disorder-espD	1..70	1	70	
O31467	prediction-disorder-dis465	1..4,45..62,64..70	0.414	29	
O31467	prediction-disorder-disHL	1..7,42..70	0.514	36	
O31467	prediction-disorder-espN	1..7,66..70	0.171	12	
O31467	prediction-disorder-iups	1..1,51..52,58..70	0.229	16	
O31467	prediction-disorder-iupl	58..64	0.1	7	
O31467	prediction-lip-anchor	13..17	0.071	5	
O31467	prediction-disorder-th_50	1..5,7..7,42..70	0.5	35	
O31467	homology-domain-merge	5..56	0.743	52	
O31467	prediction-low_complexity-merge	1..24	0.343	24	
O31467	curated-disorder-disprot	49..70	0.314	22	
O31467	curated-disorder-merge	49..70	0.314	22	
O31467	curated-disorder-priority	49..70	0.314	22	
O31467	derived-missing_residues-th_90	53..70	0.257	18	
O31467	derived-mobile-th_90	1..4,48..52	0.129	9	
O31467	derived-mobile_context_dependent-th_90	5..47	0.614	43	
O31467	derived-observed-priority	1..48	0.686	48	
O31467	derived-observed-th_90	1..52	0.743	52	
O31467	prediction-lip-priority	13..17	0.071	5	
P13183	prediction-disorder-jronn	1..33,73..77,79..79	0.487	39	
P13183	prediction-disorder-iups	1..6,73..80	0.175	14	
P13183	prediction-disorder-vsl	1..7,27..33,72..80	0.287	23	
P13183	prediction-disorder-glo	2..2,6..6,9..10,64..70,72..73	0.163	13	
P13183	prediction-disorder-espX	1..8,66..80	0.287	23	
P13183	prediction-disorder-espD	1..21,23..80	0.988	79	
P13183	prediction-disorder-espN	1..5,68..80	0.225	18	
P13183	prediction-disorder-dis465	1..4,7..7,19..28,73..73,75..80	0.275	22	
P13183	prediction-disorder-disHL	1..2,4..4,6..7,9..11,29..29,61..72,74..80	0.35	28	
P13183	prediction-disorder-iupl	71..71,73..80	0.113	9	
P13183	homology-domain-pfam	1..79	0.988	79	
P13183	homology-domain-gene3d	25..80	0.7	56	
P13183	prediction-lip-anchor	46..56	0.138	11	
P13183	prediction-disorder-th_50	1..7,68..80	0.25	20	
P13183	homology-domain-merge	1..79	0.988	79	
P13183	curated-disorder-disprot	36..56	0.263	21	
P13183	curated-disorder-merge	36..56	0.263	21	
P13183	curated-disorder-priority	36..56	0.263	21	
P13183	derived-binding_mode_disorder_to_disorder-mobi	1..29,79..80	0.388	31	
P13183	derived-binding_mode_disorder_to_disorder-priority	1..29,79..80	0.388	31	
P13183	derived-lip-merge	30..78	0.613	49	
P13183	derived-lip-priority	30..78	0.613	49	
P13183	derived-lip-th_90	30..78	0.613	49	
P13183	derived-missing_residues-priority	1..29,79..80	0.388	31	
P13183	derived-missing_residues-th_90	1..29,79..80	0.388	31	
P13183	derived-observed-priority	30..35,57..78	0.35	28	
P13183	derived-observed-th_90	30..78	0.613	49	
P22995	prediction-disorder-iupl	2..4,6..6,47..47,76..76,81..81	0.084	7	
P22995	prediction-disorder-iups	1..8,76..83	0.193	16	
P22995	prediction-disorder-vsl	1..18,64..83	0.458	38	
P22995	prediction-disorder-espX	1..5,74..83	0.181	15	
P22995	prediction-disorder-glo	1..1,4..4,6..6,8..10,59..62,74..74,78..80	0.169	14	
P22995	prediction-disorder-jronn	1..20,64..82	0.47	39	
P22995	prediction-disorder-espD	1..83	1	83	
P22995	prediction-disorder-dis465	1..11,76..83	0.229	19	
P22995	prediction-disorder-disHL	1..11,54..83	0.494	41	
P22995	prediction-disorder-espN	1..4,38..83	0.602	50	
P22995	homology-domain-pfam	1..77	0.928	77	
P22995	prediction-lip-anchor	32..32	0.012	1	
P22995	prediction-disorder-th_50	1..11,64..83	0.373	31	
P22995	homology-domain-merge	1..77	0.928	77	
P22995	curated-disorder-disprot	56..83	0.337	28	
P22995	curated-disorder-merge	56..83	0.337	28	
P22995	curated-disorder-priority	56..83	0.337	28	
P22995	curated-lip-disprot	56..83	0.337	28	
P22995	curated-lip-merge	1..83	1	83	
P22995	curated-lip-mfib	1..83	1	83	
P22995	curated-lip-priority	1..83	1	83	
P22995	derived-lip-merge	7..13	0.084	7	
P22995	derived-mobile_context_dependent-th_90	1..83	1	83	
P22995	derived-observed-priority	1..55	0.663	55	
P22995	derived-observed-th_90	1..83	1	83	
P69428	homology-domain-pfam	4..55	0.584	52	
P69428	prediction-low_complexity-pfilt	1..22	0.247	22	
P69428	prediction-low_complexity-seg	9..19	0.124	11	
P69428	prediction-disorder-espX	1..9,27..89	0.809	72	
P69428	prediction-disorder-jronn	33..89	0.64	57	
P69428	prediction-disorder-vsl	1..3,29..33,35..89	0.708	63	
P69428	prediction-disorder-glo	1..2,4..4,26..33,44..53,84..84	0.247	22	
P69428	prediction-disorder-espD	1..89	1	89	
P69428	prediction-disorder-dis465	1..4,41..56,69..89	0.461	41	
P69428	prediction-disorder-disHL	1..2,4..5,7..7,28..29,41..58,65..89	0.562	50	
P69428	prediction-disorder-espN	1..4,24..31,37..56,65..89	0.64	57	
P69428	prediction-disorder-iups	45..89	0.506	45	
P69428	prediction-disorder-iupl	39..89	0.573	51	
P69428	prediction-lip-anchor	8..20	0.146	13	
P69428	prediction-disorder-mobidb_lite	65..89	0.281	25	
P69428	prediction-polyampholyte-mobidb_lite_sub	72..89	0.202	18	
P69428	prediction-disorder-th_50	1..4,28..31,33..33,37..89	0.697	62	
P69428	homology-domain-merge	4..55	0.584	52	
P69428	prediction-low_complexity-merge	1..22	0.247	22	
P69428	curated-disorder-disprot	22..89	0.764	68	
P69428	curated-disorder-merge	22..89	0.764	68	
P69428	curated-disorder-priority	22..89	0.764	68	
P69428	derived-binding_mode_disorder_to_disorder-mobi	50..89	0.449	40	
P69428	derived-binding_mode_disorder_to_disorder-priority	50..89	0.449	40	
P69428	derived-lip-merge	1..47	0.528	47	
P69428	derived-lip-priority	3..26	0.27	24	
P69428	derived-lip-th_90	3..26	0.27	24	
P69428	derived-missing_residues-th_90	50..89	0.449	40	
P69428	derived-missing_residues_context_dependent-th_90	48..49	0.022	2	
P69428	derived-mobile_context_dependent-th_90	1..49	0.551	49	
P69428	derived-observed-priority	1..21	0.236	21	
P69428	derived-observed-th_90	1..47	0.528	47	
Q03337	curated-disorder-disprot	1..54,104..164	0.406	115	
Q03337	curated-disorder-merge	1..54,104..164	0.406	115	
Q03337	curated-disorder-priority	1..54,104..164	0.406	115	
Q03337	derived-binding_mode_disorder_to_disorder-mobi	1..54,104..164,283..283	0.41	116	
Q03337	derived-binding_mode_disorder_to_disorder-priority	1..54,104..164,283..283	0.41	116	
Q03337	derived-missing_residues-priority	283..283	0.004	1	
Q03337	derived-missing_residues-th_90	1..54,104..164,283..283	0.41	116	
Q03337	derived-observed-priority	55..103,165..282	0.59	167	
Q03337	derived-observed-th_90	55..103,165..282	0.59	167	
Q03337	homology-domain-merge	62..271	0.742	210	
Q03337	homology-domain-pfam	62..271	0.742	210	
P01139	prediction-lip-anchor	1..15,75..78,81..84,87..87,105..107,132..139	0.145	35	
P01139	homology-domain-pfam	129..237	0.452	109	
P01139	homology-domain-gene3d	122..241	0.498	120	
P01139	prediction-disorder-espN	1..1,19..33,40..61,64..68,82..100,114..128,236..241	0.344	83	
P01139	prediction-disorder-iupl	23..37,48..49,51..51,55..65,74..75,87..91,93..93,99..103,114..122,124..124	0.216	52	
P01139	prediction-disorder-iups	1..1,25..30,32..38,43..43,46..46,48..53,55..66,71..72,74..77,84..95,97..104,114..118,239..241	0.282	68	
P01139	prediction-disorder-jronn	20..62,81..125,180..193	0.423	102	
P01139	prediction-disorder-dis465	1..3,25..27,44..56,93..97,116..123,183..187,236..241	0.178	43	
P01139	prediction-disorder-disHL	1..2,52..99,111..119,124..135,138..139,149..160,178..189,191..198,224..229,233..233,235..241	0.494	119	
P01139	prediction-disorder-vsl	1..2,22..33,45..126,151..153,237..241	0.432	104	
P01139	prediction-disorder-glo	1..1,6..6,9..10,21..32,87..103,115..121,183..197,233..233,237..237,240..241	0.245	59	
P01139	prediction-disorder-espX	1..6,90..97,236..241	0.083	20	
P01139	prediction-disorder-th_50	1..1,23..33,46..46,48..62,64..65,84..103,114..122,124..124,237..241	0.27	65	
P01139	homology-domain-merge	122..240	0.494	119	
P01139	curated-disorder-disprot	19..128	0.456	110	
P01139	curated-disorder-merge	19..128	0.456	110	
P01139	curated-disorder-priority	19..128	0.456	110	
P01139	curated-lip-merge	131..237	0.444	107	
P01139	curated-lip-mfib	131..237	0.444	107	
P01139	curated-lip-priority	131..237	0.444	107	
P01139	derived-binding_mode_disorder_to_disorder-mobi	19..121,240..241	0.436	105	
P01139	derived-binding_mode_disorder_to_disorder-priority	19..121,240..241	0.436	105	
P01139	derived-binding_mode_disorder_to_order-mobi	122..130,238..239	0.046	11	
P01139	derived-binding_mode_disorder_to_order-priority	122..130,238..239	0.046	11	
P01139	derived-missing_residues-priority	240..241	0.008	2	
P01139	derived-missing_residues-th_90	19..121,240..241	0.436	105	
P01139	derived-missing_residues_context_dependent-th_90	122..130,237..239	0.05	12	
P01139	derived-mobile_context_dependent-th_90	122..239	0.49	118	
P01139	derived-observed-priority	131..236	0.44	106	
P01139	derived-observed-th_90	131..236	0.44	106	
P01139	prediction-lip-priority	1..15,75..78,81..84,87..87,105..107	0.112	27	
Q16186	prediction-disorder-iupl	44..44,109..109,118..156,158..163,171..171,179..179,189..264,266..270,273..279,281..290,297..297,307..335,372..407	0.523	213	
Q16186	prediction-disorder-espN	1..18,112..115,127..284,312..334,379..407	0.57	232	
Q16186	prediction-disorder-dis465	1..4,6..6,113..119,139..145,196..259,383..407	0.265	108	
Q16186	prediction-disorder-disHL	1..19,27..44,53..53,65..69,82..91,110..118,203..228,381..407	0.283	115	
Q16186	prediction-disorder-iups	1..8,119..127,132..146,148..149,194..262,317..317,321..322,324..329,331..331,378..407	0.351	143	
Q16186	prediction-low_complexity-pfilt	175..186,196..209	0.064	26	
Q16186	prediction-low_complexity-seg	135..161,173..259,390..403	0.314	128	
Q16186	prediction-disorder-jronn	1..17,110..156,180..265,313..339,371..407	0.526	214	
Q16186	prediction-disorder-espD	370..407	0.093	38	
Q16186	prediction-disorder-glo	1..4,8..17,35..38,82..86,126..160,172..258,275..284,315..321,388..395,398..398,402..402,404..404,406..407	0.43	175	
Q16186	prediction-disorder-espX	1..17,131..153,174..284,377..407	0.447	182	
Q16186	prediction-disorder-vsl	1..19,33..41,113..284,314..351,358..407	0.708	288	
Q16186	homology-domain-pfam	29..111,268..381	0.484	197	
Q16186	homology-domain-gene3d	267..387,22..130	0.565	230	
Q16186	prediction-lip-anchor	94..108,153..198,213..218,230..239,259..277,286..314,336..365,372..382,403..407	0.42	171	
Q16186	prediction-disorder-mobidb_lite	194..259,379..407	0.233	95	
Q16186	prediction-polar-mobidb_lite_sub	197..259	0.155	63	
Q16186	prediction-polyampholyte-mobidb_lite_sub	386..407	0.054	22	
Q16186	prediction-disorder-th_50	1..17,113..115,118..119,126..156,179..264,275..279,281..284,315..322,324..329,331..331,377..407	0.477	194	
Q16186	prediction-low_complexity-merge	135..161,173..259,390..403	0.314	128	
Q16186	homology-domain-merge	22..130,267..387	0.565	230	
Q16186	curated-conformational_diversity-codnas	253..407	0.381	155	
Q16186	curated-conformational_diversity-merge	253..407	0.381	155	
Q16186	curated-disorder-disprot	1..21,132..285,386..407	0.484	197	
Q16186	curated-disorder-ideal	1..20,131..150,266..286,385..388	0.16	65	
Q16186	curated-disorder-merge	1..21,131..286,385..407	0.491	200	
Q16186	curated-disorder-priority	1..21,131..286,385..407	0.491	200	
Q16186	curated-lip-disprot	253..285	0.081	33	
Q16186	curated-lip-merge	253..285	0.081	33	
Q16186	curated-lip-priority	253..285	0.081	33	
Q16186	derived-missing_residues_context_dependent-th_90	1..20,89..89,131..150,266..286,385..388	0.162	66	
Q16186	derived-mobile-th_90	206..228	0.057	23	
Q16186	derived-mobile_context_dependent-th_90	1..205,229..407	0.943	384	
Q16186	derived-observed-priority	22..88,90..130,287..384	0.506	206	
Q16186	derived-observed-th_90	21..88,90..130,151..265,287..384,389..407	0.838	341	
Q16186	prediction-lip-priority	94..108,153..198,213..218,230..239,286..314,336..365,372..382,403..407	0.373	152	
P46065	prediction-disorder-iupl	185..205	0.102	21	
P46065	prediction-low_complexity-seg	166..178	0.063	13	
P46065	prediction-disorder-vsl	1..15,131..133,147..205	0.376	77	
P46065	prediction-disorder-glo	1..2,5..6,8..8,104..104,197..197,203..205	0.049	10	
P46065	prediction-disorder-iups	1..9,185..205	0.146	30	
P46065	prediction-disorder-espX	1..14,181..205	0.19	39	
P46065	prediction-disorder-espD	186..205	0.098	20	
P46065	prediction-disorder-dis465	1..14,186..205	0.166	34	
P46065	prediction-disorder-disHL	1..12,99..106,121..130,183..205	0.259	53	
P46065	prediction-disorder-espN	1..11,185..205	0.156	32	
P46065	prediction-disorder-jronn	1..17,174..205	0.239	49	
P46065	homology-domain-pfam	30..80,89..160	0.6	123	
P46065	prediction-disorder-mobidb_lite	185..205	0.102	21	
P46065	prediction-polyampholyte-mobidb_lite_sub	185..205	0.102	21	
P46065	prediction-disorder-th_50	1..12,185..205	0.161	33	
P46065	prediction-low_complexity-merge	166..178	0.063	13	
P46065	homology-domain-merge	30..80,89..160	0.6	123	
P46065	curated-disorder-disprot	1..18,74..108,119..129,187..205	0.405	83	
P46065	curated-disorder-merge	1..18,74..108,119..129,187..205	0.405	83	
P46065	curated-disorder-priority	1..18,74..108,119..129,187..205	0.405	83	
P46065	derived-missing_residues-priority	186..186	0.005	1	
P46065	derived-missing_residues-th_90	186..205	0.098	20	
P46065	derived-mobile_context_dependent-th_90	2..185	0.898	184	
P46065	derived-observed-priority	19..73,109..118,130..185	0.59	121	
P46065	derived-observed-th_90	2..185	0.898	184	
O14733	homology-domain-pfam	122..380	0.618	259	
O14733	prediction-disorder-glo	3..4,34..80,123..130,285..300,341..353,405..410,412..412,415..415	0.224	94	
O14733	prediction-disorder-espX	1..76,402..419	0.224	94	
O14733	prediction-low_complexity-seg	36..47,53..68	0.067	28	
O14733	prediction-disorder-espD	1..49	0.117	49	
O14733	prediction-disorder-espN	1..89,101..105,126..129,152..158,210..213,286..298,339..354,397..419	0.384	161	
O14733	prediction-low_complexity-pfilt	3..23	0.05	21	
O14733	prediction-disorder-vsl	1..98,152..161,205..212,270..277,287..298,339..339,342..342,363..372,400..411,413..419	0.399	167	
O14733	prediction-disorder-jronn	1..92,120..129,148..160,282..282,284..298,337..341,365..367,400..419	0.379	159	
O14733	prediction-disorder-iupl	1..81,86..87,92..94,119..119,148..152,286..287,293..294,296..296,405..405	0.234	98	
O14733	prediction-disorder-iups	1..9,18..18,28..82,85..86,88..88,150..153,288..289,291..296,412..419	0.21	88	
O14733	prediction-disorder-dis465	1..8,48..69,152..158,272..279,400..409,416..419	0.141	59	
O14733	prediction-disorder-disHL	1..8,19..43,47..47,54..75,108..108,120..125,146..161,210..220,234..256,262..272,282..294,316..323,363..384,402..419	0.442	185	
O14733	prediction-lip-anchor	1..19,24..52,71..110,309..310	0.215	90	
O14733	prediction-disorder-mobidb_lite	18..76	0.141	59	
O14733	prediction-polyampholyte-mobidb_lite_sub	18..33	0.038	16	
O14733	prediction-disorder-th_50	1..81,86..86,152..158,286..296,402..419	0.282	118	
O14733	homology-domain-merge	122..380	0.618	259	
O14733	prediction-low_complexity-merge	3..23,36..47,53..68	0.117	49	
O14733	curated-disorder-disprot	30..100	0.169	71	
O14733	curated-disorder-merge	30..100	0.169	71	
O14733	curated-disorder-priority	30..100	0.169	71	
O14733	curated-lip-disprot	30..100	0.169	71	
O14733	curated-lip-merge	30..100	0.169	71	
O14733	curated-lip-priority	30..100	0.169	71	
O14733	derived-binding_mode_disorder_to_disorder-mobi	60..85	0.062	26	
O14733	derived-binding_mode_disorder_to_disorder-priority	60..85	0.062	26	
O14733	derived-binding_mode_disorder_to_order-mobi	37..40,42..43,48..48,269..277	0.038	16	
O14733	derived-binding_mode_disorder_to_order-priority	37..40,42..43,48..48,269..277	0.038	16	
O14733	derived-lip-merge	37..48	0.029	12	
O14733	derived-lip-th_90	37..48	0.029	12	
O14733	derived-missing_residues-priority	269..277,405..407	0.029	12	
O14733	derived-missing_residues-th_90	60..85,269..277,405..407	0.091	38	
O14733	derived-missing_residues_context_dependent-th_90	37..40,42..43,48..48,86..92,100..103,127..132,158..164,264..268,278..282,290..301,401..404,408..419	0.165	69	
O14733	derived-observed-priority	104..126,133..157,165..263,283..289,302..400	0.604	253	
O14733	derived-observed-th_90	41..41,44..47,93..99,104..126,133..157,165..263,283..289,302..400	0.632	265	
O14733	prediction-disorder-priority	18..29	0.029	12	
O14733	prediction-lip-priority	1..19,24..29,101..110,309..310	0.088	37	
P12506	homology-domain-pfam	3..64	0.721	62	
P12506	homology-domain-gene3d	1..86	1	86	
P12506	prediction-low_complexity-seg	49..57	0.105	9	
P12506	prediction-disorder-espX	1..23,40..86	0.814	70	
P12506	prediction-disorder-jronn	1..22,47..86	0.721	62	
P12506	prediction-disorder-vsl	1..21,35..86	0.849	73	
P12506	prediction-disorder-glo	1..2,4..6,9..23,57..76,78..83	0.535	46	
P12506	prediction-disorder-espD	1..86	1	86	
P12506	prediction-disorder-dis465	1..4,16..21,48..86	0.57	49	
P12506	prediction-disorder-disHL	1..18,39..39,41..86	0.756	65	
P12506	prediction-disorder-espN	1..21,41..86	0.779	67	
P12506	prediction-disorder-iups	1..12,48..86	0.593	51	
P12506	prediction-disorder-iupl	1..13,15..15,47..86	0.628	54	
P12506	prediction-lip-anchor	32..49	0.209	18	
P12506	prediction-disorder-mobidb_lite	1..21,47..86	0.709	61	
P12506	prediction-polar-mobidb_lite_sub	61..79	0.221	19	
P12506	prediction-disorder-th_50	1..21,41..86	0.779	67	
P12506	homology-domain-merge	1..85	0.988	85	
P12506	prediction-low_complexity-merge	49..57	0.105	9	
P12506	curated-conformational_diversity-codnas	1..86	1	86	
P12506	curated-conformational_diversity-merge	1..86	1	86	
P12506	curated-disorder-disprot	1..86	1	86	
P12506	curated-disorder-merge	1..86	1	86	
P12506	curated-disorder-priority	1..86	1	86	
P12506	curated-lip-disprot	1..86	1	86	
P12506	curated-lip-merge	1..86	1	86	
P12506	curated-lip-priority	1..86	1	86	
P12506	derived-lip-merge	1..6	0.07	6	
P12506	derived-lip-th_90	4..6	0.035	3	
P12506	derived-missing_residues_context_dependent-th_90	4..9	0.07	6	
P12506	derived-mobile_context_dependent-th_90	1..86	1	86	
P12506	derived-observed-th_90	1..3,10..86	0.93	80	
P01096	prediction-disorder-espX	1..7,26..30,41..109	0.743	81	
P01096	prediction-disorder-espD	1..109	1	109	
P01096	prediction-low_complexity-pfilt	71..105	0.321	35	
P01096	prediction-disorder-dis465	1..11,26..36,41..57,74..74,94..109	0.514	56	
P01096	prediction-disorder-disHL	1..2,6..7,9..13,25..34,41..52,74..78,98..109	0.44	48	
P01096	prediction-disorder-espN	1..5,23..47,96..109	0.404	44	
P01096	prediction-disorder-iupl	1..2,26..55,58..58,62..66,69..109	0.725	79	
P01096	prediction-disorder-glo	3..3,9..10,23..39,104..104,106..109	0.229	25	
P01096	prediction-disorder-iups	1..6,30..30,36..37,44..48,58..58,70..92,95..109	0.486	53	
P01096	prediction-low_complexity-seg	2..13	0.11	12	
P01096	prediction-disorder-jronn	26..109	0.771	84	
P01096	prediction-disorder-vsl	1..6,22..109	0.862	94	
P01096	homology-domain-pfam	20..94	0.688	75	
P01096	prediction-lip-anchor	1..7,12..22,59..74,80..86,96..101	0.431	47	
P01096	prediction-disorder-mobidb_lite	26..52	0.248	27	
